Title,Cinema Name,Friday 08,Monday 11,Saturday 09,Sunday 10,Tuesday 12
Egybest,Cairo Mall Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Egybest,Cairo Palace Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM"
Egybest,Cine Max Cinema,"01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM","01:00 PM, 04:00 PM, 06:30 PM, 09:00 PM, 10:30 AM, 11:30 PM"
Egybest,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Egybest,Cosmos Cinema,"01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM"
Egybest,Damanhour Alshab Cinema,"04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM"
Egybest,Dandy Mall Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM"
Egybest,Deeb Mall Cinema,"03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM","03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 12:30 PM"
Egybest,Diamond Bandar Maadi Cinema,"03:30 PM, 09:00 PM, 11:30 AM","03:30 PM, 09:00 PM, 11:30 AM","03:30 PM, 09:00 PM, 11:30 AM","03:30 PM, 09:00 PM, 11:30 AM","03:30 PM, 09:00 PM, 11:30 AM"
Egybest,Diamond Marseille Park Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 08:30 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:30 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:30 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:30 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:30 PM, 10:00 AM, 12:00 PM"
Egybest,District 5 Scene Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 10:30 AM","01:15 PM, 04:00 PM, 06:45 PM, 10:30 AM","01:15 PM, 04:00 PM, 06:45 PM, 10:30 AM","01:15 PM, 04:00 PM, 06:45 PM, 10:30 AM","01:15 PM, 04:00 PM, 06:45 PM, 10:30 AM"
Egybest,Donia Ismailia Cinema,"05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM","05:00 PM, 12:30 PM"
Egybest,Donia Porto El sokhna Cinema,"04:30 PM, 07:00 PM, 09:30 PM, 12:00 AM","04:30 PM, 07:00 PM, 09:30 PM, 12:00 AM","04:30 PM, 07:00 PM, 09:30 PM, 12:00 AM","04:30 PM, 07:00 PM, 09:30 PM, 12:00 AM","04:30 PM, 07:00 PM, 09:30 PM, 12:00 AM"
Egybest,Downtown Cinema,"02:30 PM, 07:15 PM, 12:00 AM","02:30 PM, 07:15 PM, 12:00 AM","02:30 PM, 07:15 PM, 12:00 AM","02:30 PM, 07:15 PM, 12:00 AM","02:30 PM, 07:15 PM, 12:00 AM"
Egybest,El Amir Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 12:00 PM"
Egybest,El.Sadaka Cinema,"03:00 PM, 07:00 PM, 10:30 AM","03:00 PM, 07:00 PM, 10:30 AM","03:00 PM, 07:00 PM, 10:30 AM","03:00 PM, 07:00 PM, 10:30 AM","03:00 PM, 07:00 PM, 10:30 AM"
Egybest,Elanfoshy Alshab Cinema,"04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM"
Egybest,Falcon Valley Cinema,"01:00 AM, 01:00 PM, 03:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 09:00 AM, 10:30 PM, 11:00 AM","01:00 AM, 01:00 PM, 03:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 09:00 AM, 10:30 PM, 11:00 AM","01:00 AM, 01:00 PM, 03:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 09:00 AM, 10:30 PM, 11:00 AM","01:00 AM, 01:00 PM, 03:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 09:00 AM, 10:30 PM, 11:00 AM","01:00 AM, 01:00 PM, 03:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 09:00 AM, 10:30 PM, 11:00 AM"
Egybest,Future Mall Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM"
Egybest,Galaxy Cineplex Mall of Ara...,"01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:30 PM, 04:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM"
Egybest,Galaxy El.Manyal Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Egybest,Galaxy ElMaadi Cinema,"05:00 PM, 09:00 PM","05:00 PM, 09:00 PM","05:00 PM, 09:00 PM","05:00 PM, 09:00 PM","05:00 PM, 09:00 PM"
Egybest,Galaxy Mega Cinema,"03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM"
Egybest,Galaxy Tanta Cinema,"01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM"
Egybest,Golden Stars DELUX Cinema,"01:15 PM, 07:00 PM, 12:30 AM","01:15 PM, 07:00 PM, 12:30 AM","01:15 PM, 07:00 PM, 12:30 AM","01:15 PM, 07:00 PM, 12:30 AM","01:15 PM, 07:00 PM, 12:30 AM"
Egybest,Golf City Cinema,"01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Egybest,Green Plaza Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM"
Egybest,Hilton Cairo Grand Nile ( G...,"01:00 AM, 04:30 PM","01:00 AM, 04:30 PM","01:00 AM, 04:30 PM","01:00 AM, 04:30 PM","01:00 AM, 04:30 PM"
Egybest,Kafr El-Sheikh Cinema,"04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM","04:00 PM, 12:00 PM"
Egybest,Lido Cinema Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Egybest,Madinaty Cinema,"01:00 PM, 04:00 PM, 06:15 PM, 10:30 AM, 11:00 PM","01:00 PM, 04:00 PM, 06:15 PM, 10:30 AM, 11:00 PM","01:00 PM, 04:00 PM, 06:15 PM, 10:30 AM, 11:00 PM","01:00 PM, 04:00 PM, 06:15 PM, 10:30 AM, 11:00 PM","01:00 PM, 04:00 PM, 06:15 PM, 10:30 AM, 11:00 PM"
Egybest,Metro Cairo Cinema,"01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Egybest,Miami Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Egybest,Nile View Banha Cinema,"01:00 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:00 AM"
Egybest,Normandy Outdoor Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM"
Egybest,Odeon Cinema,"02:30 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM","02:30 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM","02:30 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM","02:30 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM","02:30 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM"
Egybest,Plaza CineComfort Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Egybest,Premiere Point 90 Cinema,"09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM","09:30 PM, 12:00 AM"
Egybest,Renaissance Masria plaza C...,"01:15 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM"
Egybest,Renaissance Smouha Complex ...,"02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM"
Egybest,Rivoli Tanta Cinema,"01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM"
Egybest,San Stefano Mall Cinema,05:45 PM,05:45 PM,05:45 PM,05:45 PM,05:45 PM
Egybest,Sea Cinema Royal Plaza Mont...,"01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM"
Egybest,Sea Cinema Tanta Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM"
Egybest,Sea Way Suez Cinema,"01:00 PM, 04:00 PM, 07:00 PM","01:00 PM, 04:00 PM, 07:00 PM","01:00 PM, 04:00 PM, 07:00 PM","01:00 PM, 04:00 PM, 07:00 PM","01:00 PM, 04:00 PM, 07:00 PM"
Egybest,Sea cinema Amir Cinema,"01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Egybest,Sea cinema Arabella Cinema,"01:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 10:30 PM, 12:30 PM","01:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 10:30 PM, 12:30 PM","01:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 10:30 PM, 12:30 PM","01:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 10:30 PM, 12:30 PM","01:00 AM, 03:00 PM, 05:30 PM, 08:00 PM, 10:00 AM, 10:30 PM, 12:30 PM"
Egybest,Sea cinema Fayoum Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM"
Egybest,Sea cinema Luxor Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM"
Egybest,Sea cinema Shbeen El-Koom C...,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 11:00 AM"
Egybest,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Egybest,Tulip Alx Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 08:00 PM, 10:00 AM, 12:00 PM"
Egybest,Univrsal Cinema,"01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM","01:30 PM, 02:00 PM, 03:30 PM, 05:00 PM, 06:30 PM, 07:30 PM, 09:30 PM, 11:00 PM, 11:30 AM, 12:00 AM"
Egybest,Vox City Center Cinema,10:40 PM,07:10 PM,07:25 PM,09:45 PM,09:45 PM
Egybest,Vox City Centre Almaza Cinema,"04:45 PM, 10:15 PM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM","04:00 PM, 09:30 PM","01:15 PM, 06:45 PM, 09:30 PM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM"
Egybest,Vox Mall of Egypt Cinema,"03:45 PM, 08:30 PM, 11:00 AM","01:15 PM, 04:45 PM, 06:15 PM, 09:30 PM, 12:00 PM","01:15 PM, 04:45 PM, 06:15 PM, 09:30 PM, 12:00 PM","02:30 PM, 07:15 PM","02:30 PM, 07:15 PM"
Egybest,almasa Cinema,"01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:00 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:00 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:00 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:00 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:00 AM"
Family Business,Alex. Metro Cinema,"02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM"
Family Business,Alshab Abu Al-Matamir Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,Alshab Arish Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,Alshab TANTA Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,Alshab hibs Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Family Business,CINE MAX EL MINYA Cinema,"03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM"
Family Business,Cairo Mall Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Family Business,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Family Business,Cosmos Cinema,"01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM"
