Title,Cinema Name,Friday 08,Monday 11,Saturday 09,Sunday 10,Tuesday 12
Michael,Cairo Festival Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Michael,Cairo Festival VIP Scene C...,"01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM"
Michael,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Michael,Dandy Mall Cinema,"03:00 PM, 04:00 PM, 06:00 PM, 07:00 PM, 09:30 PM, 12:00 AM, 12:00 PM","03:00 PM, 04:00 PM, 06:00 PM, 07:00 PM, 09:30 PM, 12:00 AM, 12:00 PM","03:00 PM, 04:00 PM, 06:00 PM, 07:00 PM, 09:30 PM, 12:00 AM, 12:00 PM","03:00 PM, 04:00 PM, 06:00 PM, 07:00 PM, 09:30 PM, 12:00 AM, 12:00 PM","03:00 PM, 04:00 PM, 06:00 PM, 07:00 PM, 09:30 PM, 12:00 AM, 12:00 PM"
Michael,District 5 Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM"
Michael,Downtown Cinema,"03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM","03:15 PM, 06:00 PM, 08:45 PM, 10:00 AM, 12:00 AM, 12:30 PM"
Michael,Galaxy Cineplex Mall of Ara...,"01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:30 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:30 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:30 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:30 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:30 PM, 10:30 AM, 10:45 PM"
Michael,Galaxy El.Manyal Cinema,"01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM","01:30 PM, 04:15 PM, 07:00 PM, 09:45 PM, 10:45 AM, 12:30 AM"
Michael,Galaxy ElMaadi Cinema,"02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM","02:30 PM, 05:00 PM, 07:30 PM, 10:00 PM, 12:00 PM, 12:30 AM"
Michael,Galaxy Mall of University C...,"01:15 PM, 03:30 PM, 07:45 PM, 10:00 PM, 11:00 AM, 12:00 AM","01:15 PM, 03:30 PM, 07:45 PM, 10:00 PM, 11:00 AM, 12:00 AM","01:15 PM, 03:30 PM, 07:45 PM, 10:00 PM, 11:00 AM, 12:00 AM","01:15 PM, 03:30 PM, 07:45 PM, 10:00 PM, 11:00 AM, 12:00 AM","01:15 PM, 03:30 PM, 07:45 PM, 10:00 PM, 11:00 AM, 12:00 AM"
Michael,Galaxy Tanta Cinema,"01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:30 AM, 12:30 AM"
Michael,Golden Stars Elite Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Michael,Golf City Cinema,"03:30 PM, 06:30 PM, 10:30 AM","03:30 PM, 06:30 PM, 10:30 AM","03:30 PM, 06:30 PM, 10:30 AM","03:30 PM, 06:30 PM, 10:30 AM","03:30 PM, 06:30 PM, 10:30 AM"
Michael,Grand Hurghada Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM"
Michael,Green Plaza Cinema,"03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM","03:00 PM, 07:00 PM, 10:00 PM, 11:00 AM, 12:30 AM"
Michael,Hilton Cairo Grand Nile ( G...,"10:00 AM, 10:45 PM","10:00 AM, 10:45 PM","10:00 AM, 10:45 PM","10:00 AM, 10:45 PM","10:00 AM, 10:45 PM"
Michael,Madinaty Cinema,"01:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 07:00 PM, 08:30 PM, 10:00 PM, 10:30 AM, 11:00 PM, 12:30 AM, 12:30 PM","01:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 07:00 PM, 08:30 PM, 10:00 PM, 10:30 AM, 11:00 PM, 12:30 AM, 12:30 PM","01:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 07:00 PM, 08:30 PM, 10:00 PM, 10:30 AM, 11:00 PM, 12:30 AM, 12:30 PM","01:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 07:00 PM, 08:30 PM, 10:00 PM, 10:30 AM, 11:00 PM, 12:30 AM, 12:30 PM","01:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 07:00 PM, 08:30 PM, 10:00 PM, 10:30 AM, 11:00 PM, 12:30 AM, 12:30 PM"
Michael,Nile City Cinema,"01:30 PM, 03:15 PM, 04:15 PM, 06:00 PM, 07:00 PM, 08:45 PM, 09:45 PM, 11:30 PM, 12:30 AM, 12:30 PM","01:30 PM, 03:15 PM, 04:15 PM, 06:00 PM, 07:00 PM, 08:45 PM, 09:45 PM, 11:30 PM, 12:30 AM, 12:30 PM","01:30 PM, 03:15 PM, 04:15 PM, 06:00 PM, 07:00 PM, 08:45 PM, 09:45 PM, 11:30 PM, 12:30 AM, 12:30 PM","01:30 PM, 03:15 PM, 04:15 PM, 06:00 PM, 07:00 PM, 08:45 PM, 09:45 PM, 11:30 PM, 12:30 AM, 12:30 PM","01:30 PM, 03:15 PM, 04:15 PM, 06:00 PM, 07:00 PM, 08:45 PM, 09:45 PM, 11:30 PM, 12:30 AM, 12:30 PM"
Michael,Nile View Banha Cinema,"01:00 PM, 04:00 PM, 05:30 PM, 07:00 PM, 08:00 PM, 09:45 PM, 10:30 AM, 11:00 PM, 12:00 AM","01:00 PM, 04:00 PM, 05:30 PM, 07:00 PM, 08:00 PM, 09:45 PM, 10:30 AM, 11:00 PM, 12:00 AM","01:00 PM, 04:00 PM, 05:30 PM, 07:00 PM, 08:00 PM, 09:45 PM, 10:30 AM, 11:00 PM, 12:00 AM","01:00 PM, 04:00 PM, 05:30 PM, 07:00 PM, 08:00 PM, 09:45 PM, 10:30 AM, 11:00 PM, 12:00 AM","01:00 PM, 04:00 PM, 05:30 PM, 07:00 PM, 08:00 PM, 09:45 PM, 10:30 AM, 11:00 PM, 12:00 AM"
Michael,Plaza CineComfort Cinema,"05:00 PM, 07:45 PM, 10:30 PM","05:00 PM, 07:45 PM, 10:30 PM","05:00 PM, 07:45 PM, 10:30 PM","05:00 PM, 07:45 PM, 10:30 PM","05:00 PM, 07:45 PM, 10:30 PM"
Michael,Premiere Americana Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM"
Michael,Premiere Point 90 Cinema,"01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 06:45 PM, 09:30 PM, 10:30 AM, 12:15 AM"
Michael,Renaissance Masria plaza C...,"04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM"
Michael,Renaissance Smouha Complex ...,"05:00 PM, 09:30 PM, 12:30 PM","05:00 PM, 09:30 PM, 12:30 PM","05:00 PM, 09:30 PM, 12:30 PM","05:00 PM, 09:30 PM, 12:30 PM","05:00 PM, 09:30 PM, 12:30 PM"
Michael,San Stefano Mall Cinema,"01:00 PM, 01:15 PM, 04:00 PM, 06:00 PM, 06:30 PM, 06:45 PM, 08:30 PM, 09:15 PM, 10:30 AM, 11:30 PM, 11:45 PM","01:00 PM, 01:15 PM, 04:00 PM, 06:00 PM, 06:30 PM, 06:45 PM, 08:30 PM, 09:15 PM, 10:30 AM, 11:30 PM, 11:45 PM","01:00 PM, 01:15 PM, 04:00 PM, 06:00 PM, 06:30 PM, 06:45 PM, 08:30 PM, 09:15 PM, 10:30 AM, 11:30 PM, 11:45 PM","01:00 PM, 01:15 PM, 04:00 PM, 06:00 PM, 06:30 PM, 06:45 PM, 08:30 PM, 09:15 PM, 10:30 AM, 11:30 PM, 11:45 PM","01:00 PM, 01:15 PM, 04:00 PM, 06:00 PM, 06:30 PM, 06:45 PM, 08:30 PM, 09:15 PM, 10:30 AM, 11:30 PM, 11:45 PM"
Michael,Sea cinema Amir Cinema,"01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM","01:00 PM, 06:30 PM"
Michael,Sea cinema Arabella Cinema,"01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM"
Michael,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Michael,Sun City VIP Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Michael,VIP District 5 Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:15 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:15 AM"
Michael,Vox City Center Cinema,"04:30 PM, 06:30 PM, 10:15 PM, 12:30 PM","03:30 PM, 06:20 PM, 09:15 PM, 12:45 PM","03:15 PM, 06:30 PM, 09:10 PM, 12:45 PM","03:15 PM, 06:30 PM, 09:10 PM, 12:45 PM","03:15 PM, 06:30 PM, 09:00 PM, 12:45 PM"
Michael,Vox City Centre Almaza Cinema,"03:45 PM, 04:00 PM, 06:00 PM, 06:45 PM, 09:45 PM, 10:00 PM, 12:00 PM, 12:45 PM","01:45 PM, 03:00 PM, 05:30 PM, 06:00 PM, 07:30 PM, 09:00 PM, 11:45 AM, 12:00 PM","01:45 PM, 03:00 PM, 04:00 PM, 06:00 PM, 07:30 PM, 09:00 PM, 10:00 PM, 12:00 PM","02:45 PM, 03:00 PM, 04:45 PM, 06:00 PM, 08:30 PM, 09:00 PM, 12:00 PM","02:45 PM, 03:00 PM, 04:45 PM, 06:00 PM, 08:30 PM, 09:00 PM, 12:00 PM"
Michael,Vox Mall of Egypt Cinema,"01:00 PM, 03:00 PM, 03:30 PM, 04:00 PM, 06:00 PM, 06:30 PM, 07:00 PM, 09:00 PM, 09:30 PM, 10:00 AM, 10:00 PM, 12:00 PM, 12:30 PM","01:45 PM, 02:15 PM, 02:45 PM, 04:45 PM, 05:15 PM, 05:45 PM, 07:45 PM, 08:15 PM, 08:45 PM, 11:45 AM","02:15 PM, 02:45 PM, 03:00 PM, 05:15 PM, 05:45 PM, 06:00 PM, 08:30 PM, 08:45 PM, 11:45 AM","01:45 PM, 02:15 PM, 02:45 PM, 04:45 PM, 05:15 PM, 05:45 PM, 07:45 PM, 08:15 PM, 08:45 PM, 11:45 AM","01:45 PM, 02:15 PM, 02:45 PM, 04:45 PM, 05:15 PM, 05:45 PM, 07:45 PM, 08:15 PM, 08:45 PM, 11:45 AM"
Michael,Zamalek Cinema,"01:15 PM, 07:00 PM","01:15 PM, 07:00 PM","01:15 PM, 07:00 PM","01:15 PM, 07:00 PM","01:15 PM, 07:00 PM"
Michael,altahrir Cinema,"02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM","02:15 PM, 04:45 PM, 07:15 PM, 09:45 PM, 11:45 AM, 11:45 PM"
Mortal Kombat 2,Al-Rehab Theater Cinema,"11:45 PM, 12:45 PM","11:45 PM, 12:45 PM","11:45 PM, 12:45 PM","11:45 PM, 12:45 PM","11:45 PM, 12:45 PM"
Mortal Kombat 2,Arkan Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Mortal Kombat 2,Cairo Festival Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Mortal Kombat 2,City Stars Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Mortal Kombat 2,D – BOX STAR'S CINEMA Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Mortal Kombat 2,Dandy Mall Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM"
Mortal Kombat 2,Downtown Cinema,"02:30 PM, 05:00 PM, 07:15 PM, 09:45 PM, 10:00 AM, 12:00 AM, 12:15 PM","02:30 PM, 05:00 PM, 07:15 PM, 09:45 PM, 10:00 AM, 12:00 AM, 12:15 PM","02:30 PM, 05:00 PM, 07:15 PM, 09:45 PM, 10:00 AM, 12:00 AM, 12:15 PM","02:30 PM, 05:00 PM, 07:15 PM, 09:45 PM, 10:00 AM, 12:00 AM, 12:15 PM","02:30 PM, 05:00 PM, 07:15 PM, 09:45 PM, 10:00 AM, 12:00 AM, 12:15 PM"
Mortal Kombat 2,Galaxy Cineplex Mall of Ara...,"01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:15 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:15 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:15 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:15 PM, 10:30 AM, 10:45 PM","01:00 AM, 01:00 PM, 03:30 PM, 06:00 PM, 08:15 PM, 10:30 AM, 10:45 PM"
Mortal Kombat 2,Galaxy El.Manyal Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM"
Mortal Kombat 2,Galaxy ElMaadi Cinema,"01:00 AM, 01:20 PM, 03:40 PM, 06:00 PM, 08:20 PM, 10:40 PM, 11:00 AM","01:00 AM, 01:20 PM, 03:40 PM, 06:00 PM, 08:20 PM, 10:40 PM, 11:00 AM","01:00 AM, 01:20 PM, 03:40 PM, 06:00 PM, 08:20 PM, 10:40 PM, 11:00 AM","01:00 AM, 01:20 PM, 03:40 PM, 06:00 PM, 08:20 PM, 10:40 PM, 11:00 AM","01:00 AM, 01:20 PM, 03:40 PM, 06:00 PM, 08:20 PM, 10:40 PM, 11:00 AM"
Mortal Kombat 2,Galaxy Elgezeera Plaza Cinema,02:30 PM,02:30 PM,02:30 PM,02:30 PM,02:30 PM
Mortal Kombat 2,Galaxy Mega Cinema,"01:00 PM, 03:15 PM, 05:30 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 10:15 PM, 10:30 AM, 12:30 AM"
Mortal Kombat 2,Galaxy Tanta Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Mortal Kombat 2,Golden Stars DELUX Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Mortal Kombat 2,Golden Stars VIP Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:15 AM, 12:30 AM"
Mortal Kombat 2,Golf City Cinema,"01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Mortal Kombat 2,Grand Hurghada Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM"
Mortal Kombat 2,Green Plaza Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:15 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:15 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:15 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:15 PM, 10:00 PM, 11:00 AM, 12:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:15 PM, 10:00 PM, 11:00 AM, 12:30 AM"
Mortal Kombat 2,Hilton Cairo Grand Nile ( G...,"08:45 PM, 12:15 PM","08:45 PM, 12:15 PM","08:45 PM, 12:15 PM","08:45 PM, 12:15 PM","08:45 PM, 12:15 PM"
Mortal Kombat 2,IMAX District 5 Scene Cinema,"01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM","01:15 PM, 04:00 PM, 07:00 PM, 09:45 PM, 10:30 AM, 12:30 AM"
