id,title,media_type,genres,popularity,vote_average,vote_count,year,category,x,y,z,centroid_x,centroid_y,centroid_z,dist_from_centroid
50563,The Oracle,tv,"Comedy, Drama",1.8735,7.5,3,2013,egyptian,0.0020203533866494307,0.75,7.581117962195492e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.07777226005130398
72298,Reeh El-Madam,tv,Comedy,2.4105,7.8,5,2017,egyptian,0.002860342368246477,0.78,0.00012635196603659154,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.10385033874175605
89355,Question Mark,tv,Drama,2.1581,8.0,1,2019,egyptian,0.0024655319046429495,0.8,2.5270393207318306e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.12250509971644695
89051,Princess Beesa,tv,Comedy,1.813,7.0,1,2019,egyptian,0.0019257177565067474,0.7,2.5270393207318306e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.045549017826413345
218313,His All-Knowing Secret,tv,"Drama, War & Politics",1.8307,5.7,3,2023,egyptian,0.001953404544168326,0.5700000000000001,7.581117962195492e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.12294348284426623
201179,Alseera AlAshouria: AlHarafeesh,tv,Drama,2.2355,8.0,1,1998,egyptian,0.00258660294221392,0.8,2.5270393207318306e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.1224756899213153
283123,Eshref Ruya,tv,Drama,66.3713,7.1,39,2025,middle_east,0.10290944340015026,0.71,0.0009855453350854138,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.08050148807589183
95603,Kuruluş Osman,tv,"War & Politics, Action & Adventure, Drama",58.5235,7.878,296,2019,middle_east,0.09063371615661713,0.7878000000000001,0.007480036389366219,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.12029448535020029
306215,The One I Love,tv,"Family, Drama",60.0334,8.0,2,2026,middle_east,0.09299553992442602,0.8,5.054078641463661e-05,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.13342905858266815
210865,Golden Boy,tv,"Family, Drama",55.9128,8.2,99,2022,middle_east,0.08654999318779887,0.82,0.002501768927524512,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.1480256044851904
302063,Deep In Love,tv,"Drama, Family, Soap",45.003,7.778,9,2025,middle_east,0.06948460810134179,0.7777999999999999,0.00022743353886586475,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.10433087670242867
309328,Yeralti,tv,"Drama, Action & Adventure",43.0379,7.7,6,2026,middle_east,0.06641074898078991,0.77,0.00015162235924390984,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.09636460811891939
52645,Forbidden Fruit,tv,"Family, Drama, Comedy",37.7383,6.9,23,2018,middle_east,0.05812098062534913,0.6900000000000001,0.000581219043768321,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.039885152013967674
119806,The Shadow Team,tv,"War & Politics, Drama, Action & Adventure",37.0927,7.281,32,2021,middle_east,0.057111116777082735,0.7281,0.0008086525826341858,0.03228064365811465,0.6851736646539711,0.03057803260329088,0.057839767015141035
